mfcc_mean,chroma_mean,spectral_contrast_mean,tempo,loudness_variation,Emotion_Description
[-6.0993555e+02  1.8568982e+02  1.0077482e+01 -2.6081717e-01  4.1831627e+00 -6.5391235e+00 -1.0918261e+01 -1.7212856e+01 -1.6645851e+01 -1.1867419e+01 -9.9649935e+00 -1.0893988e+01 -1.0167345e+01],[0.09592889 0.225247   0.1044773  0.12153764 0.3554441  0.15176536 0.24268702 0.1323745  0.36893782 0.50837415 0.13256551 0.1114419 ],[23.59814573 23.32162349 30.93509244 30.83117146 30.11898283 25.61228742 43.65638954],151.9990809,0.003165135,3
[-597.39874    177.18294      4.236411    -3.650897     3.336538   -6.308878    -7.1244593  -10.912865   -11.534903   -10.263056  -11.521779   -13.974766   -10.113252 ],[0.14540876 0.19122992 0.0825567  0.10207637 0.23346527 0.1055426 0.1286077  0.11381253 0.3667217  0.66689646 0.24842739 0.30393773],[24.18310018 21.20521824 29.53462327 28.37200675 28.06931146 24.92331815 43.46171155],151.9990809,0.003694688,3
[-571.5399     188.60478      1.9073147   -2.8785403    7.139709   -4.746458    -6.1228     -10.474985   -11.045521    -9.788985  -11.270894   -14.166965   -12.879884 ],[0.152684   0.27347133 0.11159778 0.1106107  0.26069704 0.18837981 0.37289044 0.15917343 0.24808496 0.5270963  0.22510293 0.26898903],[25.87404851 21.70102975 28.56864824 27.83706147 28.14951951 25.15083921 43.54079669],99.38401442,0.0039191,3
[-711.3201     107.025085    20.750473     2.846974     2.1849124   -3.047781    -6.20166     -7.879102    -7.727144    -8.365877  -11.526634   -14.199067   -11.485104 ],[0.19069846 0.07128174 0.03292369 0.06641919 0.3132566  0.43609947 0.23245826 0.3856546  0.20481439 0.40527725 0.15918832 0.0921943 ],[24.36795137 27.04836804 33.13372823 31.72193143 25.58180282 18.76476476 43.45342589],135.9991776,0.003515722,3
[-644.8183     139.71259     12.941632     1.4854316    3.6075904   -1.5201322   -3.6094995   -8.41699    -10.908523   -11.14661   -9.803736    -9.343647    -7.95639  ],[0.35905895 0.1489487  0.13008659 0.16253933 0.48601714 0.36656815 0.2299202  0.41302437 0.22276199 0.3608615  0.12556829 0.20352021],[26.69979031 22.90266128 29.05354311 28.6258999  25.82537443 21.94476334 43.33307297],107.6660156,0.004689819,3
[-534.4929     176.0093      -4.4299283   -3.9946473    5.2989035   -5.5573897   -6.3169065  -10.563277    -9.4342985   -6.0936456   -6.5654564   -9.117201   -12.698361 ],[0.51985925 0.3039502  0.11754583 0.17819041 0.1809301  0.4567315 0.22877944 0.3166911  0.4226661  0.16432115 0.05672041 0.13442554],[23.53702599 21.75306589 27.05995316 27.61231366 28.2866286  26.13297025 45.44700214],107.6660156,0.004914113,3
[-5.6254529e+02  1.7092979e+02 -6.2355671e+00  3.5043502e+00  3.3299673e-01 -9.1114702e+00 -3.3334241e+00 -1.2858418e+01 -1.5396866e+01 -1.3307802e+01 -1.4034595e+01 -1.5920266e+01 -1.8898113e+01],[0.32009378 0.27619508 0.10568461 0.08264378 0.13756746 0.4537327 0.5854105  0.25069386 0.30496752 0.14033215 0.22279981 0.13332634],[25.48199607 22.38768942 26.1996687  27.85024012 29.33739088 27.38994358 44.17259471],117.4538352,0.004888149,3
[-588.4143     161.05545      2.956554     7.540854     3.932096   -5.983124    -5.0041194  -14.878589   -15.575805   -12.087297  -11.634479   -11.239061   -11.738153 ],[0.56203014 0.32719082 0.12351273 0.12023463 0.20082492 0.64753956 0.2963912  0.34339786 0.30577847 0.11846287 0.08580895 0.15892236],[24.58332332 22.98168782 27.59340737 28.94158038 28.4297179  25.75271562 43.15893583],198.7680288,0.005364334,3
[-651.8178     174.60603     32.14509     -6.4508214   -2.808746   -6.900469    -5.845982    -1.8734407   -2.0550802   -3.5051768   -5.1659713   -5.5215487   -2.1896758],[0.14155987 0.2340783  0.5123454  0.18800698 0.2763854  0.4042064 0.1753007  0.10307756 0.16228062 0.36357468 0.12361826 0.1136364 ],[22.40983157 19.17150427 24.87836648 29.22626209 28.5469205  21.62025889 43.19900983],67.99958882,0.00224645,3
[-6.1701471e+02  1.8929065e+02  4.2870693e+00 -5.8411822e+00  8.9046688e+00 -5.3910732e-01 -4.0119462e+00 -1.0240017e+01 -1.0903038e+01 -1.1052026e+01 -1.3439875e+01 -1.0275801e+01 -6.2387161e+00],[0.3833716  0.17775342 0.21774556 0.12800094 0.19800305 0.21280344 0.16336563 0.39628345 0.19702873 0.20908926 0.16424039 0.38034788],[25.79344446 25.1851123  28.77223066 30.80171329 30.37646239 24.09344766 43.46398865],151.9990809,0.002596235,3
[-6.4104736e+02  1.7369052e+02 -6.0797119e-01 -6.4875156e-01  9.7907476e+00 -2.1733189e+00 -3.6570513e+00 -9.0933867e+00 -9.4176111e+00 -9.3022432e+00 -9.9463568e+00 -8.2967186e+00 -7.3097420e+00],[0.341655   0.23017092 0.460006   0.23694837 0.23873577 0.28335306 0.22888671 0.44550833 0.23212193 0.20949319 0.1616148  0.34668842],[27.55456361 24.0533151  26.31030225 27.68388538 27.00322818 22.78367866 42.84935173],151.9990809,0.003196448,3
[-603.6342     182.53717     11.292797    -6.60462      4.0838356   -8.135925    -9.74937    -10.334644   -15.108161   -15.341254   -9.259315    -5.8233075   -4.487071 ],[0.22271106 0.22109388 0.10081265 0.10205308 0.15007207 0.52628 0.23663391 0.08576844 0.29803845 0.19117877 0.43757534 0.1928884 ],[23.94032831 19.85268006 27.86282557 27.62095743 28.54150056 24.26720417 42.55257242],151.9990809,0.003396409,3
[-5.8204395e+02  1.7957158e+02 -3.2428184e+00 -2.5264490e+01 -1.8414190e+01 -1.1200063e+01  4.5321436e+00  6.1211915e+00  4.5109743e-01 -7.5987182e+00 -1.3180179e+01 -9.8352890e+00 -2.5769742e+00],[0.40077844 0.33603653 0.0880838  0.0928044  0.07511198 0.20920017 0.1245504  0.10484875 0.34453663 0.13213779 0.28461444 0.13132486],[17.61137055 16.18991946 20.63863621 30.25214085 28.09605409 26.5584444 46.46502903],151.9990809,0.00359662,3
[-616.6533      158.1489        1.7900447   -16.290333    -11.73605   -9.149029      0.71645707   -1.4184314    -7.2952924   -10.231436  -11.895128     -8.882525     -3.3226712 ],[0.11885769 0.13883953 0.32311845 0.1545872  0.07432428 0.08797462 0.33676043 0.3947473  0.13700192 0.2444649  0.2265763  0.07870029],[18.978007   23.86491897 27.06719291 30.69793687 28.78228345 25.84458391 45.52973482],117.4538352,0.003557622,3
[-6.5658380e+02  1.3650296e+02  4.4665185e-01 -1.8967461e+01 -1.3586539e+01 -7.2412500e+00 -4.4216380e-01 -7.0913229e+00 -1.3509968e+01 -1.0349809e+01 -3.0298181e+00  3.7399721e+00  8.2716751e+00],[0.196903   0.0881106  0.253363   0.2579173  0.07328738 0.07897526 0.12972392 0.4552805  0.20465146 0.06080454 0.12471558 0.18407437],[18.98772794 20.37495316 28.72796026 30.51347106 27.81510825 24.22818448 45.36203432],117.4538352,0.003191274,3
[-642.73865    200.05475     25.10852     -1.4412813    4.801269   -4.4926696   -7.372628   -16.05608    -17.539581   -14.037895  -17.07945    -15.588362   -10.534091 ],[0.62111706 0.3301909  0.09309449 0.07280758 0.18812673 0.2491467 0.17239867 0.48419136 0.39005116 0.14647923 0.23238738 0.2234988 ],[23.87552421 20.75337587 28.07805585 28.98836055 27.99631118 22.66841009 42.34913895],103.359375,0.002282742,3
[-627.0927     203.33488     20.301037    -4.5688963    7.6533604   -3.7812862   -6.892895   -10.384286   -14.792599   -14.6052685  -13.212902   -11.946449   -10.0752125],[0.5165808  0.31181973 0.14983644 0.15469316 0.23605809 0.21141037 0.18904491 0.5007548  0.35504246 0.21201067 0.40877903 0.2781036 ],[24.69462246 19.35145599 27.06450525 27.03823216 26.86466881 22.43163574 42.15168165],151.9990809,0.002492324,3
[-694.70844    158.24864     33.69383     -2.8322272   -2.7946742   -9.30605     -9.83953    -12.222341   -19.087864   -20.176088  -16.25491    -10.85419     -5.9206147],[0.6190955  0.3694316  0.09937803 0.06608343 0.19576576 0.17092635 0.18058558 0.6720327  0.22253487 0.04239544 0.06281801 0.14132835],[21.01046242 22.63558989 28.31097075 28.16417284 26.10610797 21.15472873 42.48417292],103.359375,0.001737902,3
[-6.48613831e+02  1.96523697e+02  2.44612637e+01 -5.79821301e+00 -4.17443544e-01 -1.21444902e+01 -1.46304455e+01 -1.74438114e+01 -1.93949165e+01 -1.48079929e+01 -8.86867714e+00 -6.25691843e+00 -3.54658723e+00],[0.12442022 0.28311872 0.16897471 0.3479385  0.12137493 0.0289348 0.02920023 0.14626083 0.4896908  0.18469466 0.4206396  0.29725778],[21.87288985 21.72699657 28.59125236 28.0626242  28.49844224 22.7861703 42.66395469],103.359375,0.002156913,3
[-658.76935    178.67549     21.191212    -4.108941     7.466948   -1.3256713   -5.3666806   -8.993669   -12.683185   -12.695647  -12.146711   -10.938988   -10.03411  ],[0.43812343 0.26898417 0.1173215  0.12013137 0.2369945  0.39295724 0.2411994  0.35806796 0.36148918 0.18927245 0.17393313 0.15610148],[26.99069196 21.58359405 27.70330224 28.0061379  26.74866116 22.37782664 42.64493103],151.9990809,0.002432903,3
[-627.08105    197.9628      25.905586    -8.178742     3.282068   -4.5163684  -10.278666   -14.24331    -14.554514   -10.275351  -10.418365   -12.726531   -10.263565 ],[0.68219155 0.2816197  0.06911783 0.07785024 0.17461924 0.40314266 0.1890274  0.27764913 0.318529   0.18958254 0.28198418 0.260263  ],[23.23864831 20.34079318 26.79357197 28.30626065 27.71140013 22.46783005 42.57570414],135.9991776,0.002216275,3
[-622.40173    178.89417     18.406479    -6.176385     1.4206693   -7.4283104  -11.5005455  -13.392257   -14.110758    -9.955329   -7.119952    -8.686564    -8.401775 ],[0.22380488 0.13660897 0.23143902 0.13030055 0.2961076  0.31833294 0.15248697 0.29813224 0.18871488 0.41600928 0.17779052 0.10649581],[23.22889937 21.231059   28.59783902 29.04666717 28.87468911 24.47671229 43.51116714],123.046875,0.002502397,3
[-599.7703     193.14278     13.639019    -6.27955      5.330355   -6.1564536  -11.020467   -13.04014    -14.741471   -12.594681   -9.453246    -9.595889   -10.259201 ],[0.21184477 0.172794   0.32146397 0.1584623  0.30250424 0.2881225 0.1297747  0.25786504 0.18872367 0.44753796 0.18906607 0.11382449],[23.9391986  22.13255314 28.24575488 28.83051524 28.79836841 24.05668425 43.42976696],123.046875,0.003001687,3
[-589.06934    198.78676      6.9366374   -5.850871     9.244015   -2.8113556   -5.4534197  -12.380426   -18.232668   -17.513542  -13.426645   -10.136585   -10.817737 ],[0.2819492  0.17447439 0.30581546 0.20158285 0.27533883 0.65892 0.2578924  0.13060035 0.12728539 0.38622496 0.29510376 0.14419691],[24.55714243 21.09204999 26.9350818  28.09501994 28.88510897 24.76098063 42.25677426],151.9990809,0.002946833,3
[-638.7706     156.91673     17.818396     1.2304494    6.214423   -5.1217527  -10.596812   -15.538988   -17.65086    -12.976473   -7.3300185   -7.1863475  -10.057088 ],[0.14519145 0.35820955 0.15306091 0.20844963 0.18556075 0.1688542 0.4452619  0.21115083 0.34973827 0.18702748 0.27175748 0.1466681 ],[24.63177899 23.06981721 29.51856272 30.12149213 29.2445649  23.23997193 43.28319329],215.3320313,0.003276497,3
[-657.4587     161.08368     18.700996    -7.7333274    2.2340393   -2.8489892   -4.919493    -6.1619787  -10.128016   -10.095421   -8.263666    -8.974076    -9.092746 ],[0.14689836 0.29127976 0.2762538  0.14777684 0.19732659 0.20086163 0.40543696 0.24267083 0.11290344 0.1735628  0.32108402 0.28246072],[25.40718782 23.78640018 27.96053621 30.00173583 27.71515218 21.98874705 42.74505905],135.9991776,0.002462866,3
[-6.40347534e+02  1.58770782e+02  1.16272545e+01 -2.18079880e-01  3.05048418e+00 -8.52811050e+00 -1.10019550e+01 -1.45575762e+01 -1.41825914e+01 -1.15196238e+01 -1.17381554e+01 -1.09441662e+01 -6.51672029e+00],[0.3192517  0.13949537 0.16136888 0.15736951 0.32729116 0.19102773 0.1479465  0.12632677 0.25580445 0.39960113 0.11684738 0.18032138],[21.85836041 26.29301429 31.09071233 31.72475682 30.83239376 24.9589675 43.42584779],80.74951172,0.002676438,3
[-568.157      203.5096       2.4511912   -5.4857545    6.4574842   -5.430473    -4.81242    -14.982648   -18.599836   -13.428468  -15.110154   -16.205492   -14.05666  ],[0.18317354 0.19325201 0.15372962 0.3374832  0.246994   0.2692299 0.33863208 0.1677849  0.30299106 0.20089687 0.45305637 0.31240064],[24.2121022  21.16836315 26.47715677 28.56688032 29.90291747 26.1913085 43.39362918],135.9991776,0.002714256,3
[-632.0271     188.32756     25.18683     -2.90602      5.0256634   -2.987244    -5.7435656  -11.188009   -15.591452   -14.187218  -12.195584   -11.996394   -10.920258 ],[0.16939558 0.11189973 0.20234863 0.13566047 0.19873045 0.17360769 0.44038633 0.6157292  0.2770633  0.3855414  0.19722417 0.38531315],[25.951707   21.88532009 27.20074551 28.48982625 26.53656074 21.87857296 41.78337865],143.5546875,0.003024263,3
[-634.99347    182.59343     27.04443    -10.6843815   -3.767142   -7.6559916   -8.105427    -8.700304   -10.151671    -8.5141325  -10.059982   -14.155178   -13.409787 ],[0.11255547 0.09099253 0.23732981 0.14300226 0.28855675 0.15140536 0.39665252 0.6336433  0.22616665 0.28746736 0.15939039 0.323756  ],[24.16101355 22.47006901 27.83624575 29.6217458  26.8207247  21.86910021 43.22262909],135.9991776,0.002825082,3
[-690.3148     137.93529     25.123117     2.7598991    5.4250693   -3.4765296  -11.015275   -15.674726   -15.53612    -10.250206   -4.8890414   -3.318045    -3.156987 ],[0.22577213 0.1086154  0.21930023 0.13251336 0.2799041  0.21364766 0.15698278 0.35430762 0.16967164 0.22742109 0.1259727  0.21591146],[24.11876278 27.05647997 32.74309487 32.69389309 29.84150201 22.31254425 43.02294065],45.33305921,0.002243222,3
[-634.50464    176.11768     16.47775     -8.56827      3.3681996   -3.607281    -6.1832275   -7.5248094  -11.4261465  -10.868283   -8.660708    -9.436862   -10.415041 ],[0.1444393  0.30102414 0.29336885 0.14029847 0.18145292 0.19134443 0.4149771  0.26488194 0.10739264 0.14686233 0.28115818 0.28386307],[24.33638324 22.67346125 27.27311252 29.86286659 28.37410546 22.6850172 43.41983021],117.4538352,0.002410648,3
[-605.72107    179.32494      4.9411197   -3.2410152    1.7686735   -8.36584     -6.247193   -12.377484   -14.650923   -11.716047  -12.591828   -13.269461   -10.970438 ],[0.25693157 0.39750773 0.18159    0.27690628 0.18414341 0.21131179 0.2489898  0.21175067 0.44781536 0.22021721 0.37787968 0.24031349],[23.48573885 22.44490582 28.15513275 28.91016849 28.7180075  24.36771755 43.2100911 ],184.5703125,0.003728444,3
[-605.16315    178.7281      -1.2509019  -13.38654    -12.370811  -15.933363    -4.638401    -5.4349136   -8.2406025   -0.9044596    1.1725787   -7.581403   -11.976954 ],[0.06454685 0.05702357 0.09811441 0.2624867  0.08281164 0.2012809 0.38665852 0.30653435 0.44355527 0.1496126  0.28816363 0.07386253],[20.4942232  22.78627052 28.00058626 31.50740758 30.18413149 26.26740993 45.0128051 ],151.9990809,0.003381891,3
[-6.6456586e+02  1.5758667e+02  3.1161827e+01 -2.1710253e+00  2.0977698e-02 -4.4334064e+00 -7.9052186e+00 -1.1494105e+01 -1.3072399e+01 -1.1678668e+01 -9.5667315e+00 -9.8890228e+00 -1.0245070e+01],[0.36515352 0.22913244 0.1698555  0.31407273 0.19008894 0.26697713 0.14271165 0.23205441 0.26257724 0.15077701 0.33167055 0.16856822],[25.34581902 24.62044412 30.93099734 30.78546766 27.73047915 21.02114032 43.02382732],117.4538352,0.00289234,3
[-593.5757    193.6874      8.775104   -4.399622    4.171984   -8.581724   -8.844963  -10.189951  -12.616058  -11.299212   -6.459125   -7.996252   -9.992725],[0.2667747  0.14019899 0.15512285 0.31174994 0.14837846 0.19815989 0.14844581 0.35688695 0.45391032 0.1574617  0.25892434 0.13195834],[24.93517794 22.36727965 27.86768334 27.73478366 28.00587024 24.81658662 42.8155704 ],123.046875,0.003581523,3
[-593.39496    192.58734      9.060464    -8.998118     2.2016985   -6.934684    -8.446266    -9.031193   -10.673406    -9.073789   -5.167287    -7.7966123   -8.94973  ],[0.24112135 0.21165243 0.18304469 0.34614983 0.17097522 0.25255513 0.14556055 0.3123735  0.44985607 0.18559016 0.31247997 0.14177571],[24.09314508 20.11198888 26.44453186 26.50429945 27.96224801 24.32748153 43.3841226 ],135.9991776,0.003415934,3
[-737.2018     118.08486     24.122452    -1.2126906   -3.5846145   -7.0434747   -9.023976   -10.915406    -9.14459     -6.7333007   -9.974236   -13.08767     -8.404245 ],[0.25769937 0.12005575 0.19628036 0.31177902 0.10910704 0.07732453 0.13203622 0.59227014 0.38135046 0.17047913 0.28187728 0.14948127],[20.71504686 28.26115362 33.13218525 32.38162899 26.8354021  19.1427996 43.23286364],103.359375,0.002457778,3
[-6.1050916e+02  1.8302565e+02 -1.6434270e+00 -8.5541210e+00  1.1693065e+01 -6.1041421e-01 -3.8956208e+00 -8.6109495e+00 -1.2697315e+01 -1.0269125e+01 -6.9977217e+00 -5.6830535e+00 -8.0503721e+00],[0.5029677  0.21760637 0.34422386 0.43590954 0.17825912 0.17277396 0.16768293 0.4069204  0.21879621 0.1354832  0.1938045  0.19843313],[27.32948533 20.93189604 25.06166177 28.15646787 28.09996151 24.10859549 43.00157988],103.359375,0.002624763,3
[-568.5213     196.15344     -4.974823   -11.614696     4.674531   -7.314338    -5.9068894   -4.627824    -5.754569    -3.4574983   -2.0695448   -4.355857    -6.0720067],[0.3766599  0.16905974 0.22162214 0.3047698  0.24282275 0.28448448 0.19825158 0.412453   0.3071864  0.15724503 0.14242812 0.12705904],[26.70809702 21.38522358 26.67962942 27.38391928 27.64972517 24.972046 44.55774387],103.359375,0.003555183,3
[-469.1093     209.23917    -23.253881     6.285403     2.0969791  -11.82289     -5.4647636  -20.302135   -18.52966    -16.527792  -16.123495   -13.675865   -13.3649   ],[0.3544403  0.12745616 0.18044256 0.16246805 0.45818788 0.27641237 0.1888333  0.500242   0.22250527 0.39683473 0.16192204 0.3472627 ],[22.35741451 18.49445565 24.23923276 24.64203415 26.94769842 27.74588892 45.85142889],99.38401442,0.005460107,3
[-620.63574    186.00584     11.344037    -2.6002643    6.372518   -2.5398042   -5.8671937  -13.53527    -16.888203   -16.172482  -14.473049   -12.369072   -11.07264  ],[0.27616602 0.20517509 0.23859087 0.16366473 0.3412443  0.29837364 0.15087467 0.28447378 0.20882156 0.4637787  0.15954474 0.11712379],[23.49486894 21.58097002 28.1730365  28.66686289 28.506587   23.90005542 42.44240728],117.4538352,0.003183114,3
[-623.55005    199.47783      9.213809    -6.765165     9.916006   -3.0769558   -5.8157086   -7.5757756  -10.196741   -10.326822   -9.440088    -9.389897   -10.253268 ],[0.25651172 0.25141487 0.5544667  0.28688127 0.3908453  0.46873188 0.2214599  0.25574043 0.17448588 0.30456364 0.26657733 0.18260123],[25.68576171 22.00346775 25.11552199 27.31061582 27.47994567 22.12614844 42.0917497 ],117.4538352,0.002637633,3
[-6.0946570e+02  1.7857971e+02  1.3784433e+01 -5.2917247e+00  8.6191982e-02 -8.3975239e+00 -9.6547346e+00 -1.2287092e+01 -1.3489493e+01 -9.2903700e+00 -7.5630584e+00 -8.7902918e+00 -6.5954962e+00],[0.1489806  0.17145917 0.27153793 0.1731217  0.378598   0.23972575 0.1566497  0.34417278 0.28575945 0.65832764 0.21478517 0.08533397],[23.80741074 21.84904307 27.53770114 28.7968989  28.469684   24.05844323 43.98810626],117.4538352,0.003718527,3
[-595.0769     199.38934      6.8387337  -13.397526     4.253129   -5.1397767   -7.0862427   -5.783362    -9.5851345   -7.0465665   -3.9177883   -7.577435    -8.724167 ],[0.27058828 0.24883531 0.42085868 0.24130183 0.4599882  0.45394483 0.2795529  0.33471555 0.20624544 0.356753   0.24757533 0.18096241],[25.7187098  21.99276115 25.32259519 27.47552835 27.56952531 22.81930776 43.12879822],117.4538352,0.003628202,3
[-613.458      197.68005      9.725334    -2.9470577   10.291994   -3.317103    -4.651893    -9.728417   -12.6800585  -11.672784  -13.557119   -11.847399    -9.157114 ],[0.2649543  0.17123328 0.3281975  0.17768559 0.31096795 0.5126073 0.2685948  0.38477498 0.25229877 0.44536316 0.37372133 0.17986323],[25.45337812 20.22240324 26.07066324 27.05837115 27.19399631 23.0243532 42.38949903],117.4538352,0.003356067,3
[-670.98816    185.13387     23.346739   -18.558264    -5.7490573   -4.6981854   -5.1301622   -5.5492544   -7.2671137   -5.8408656   -3.7630394   -3.8257692   -3.4221663],[0.26888132 0.35067612 0.35075793 0.31041047 0.31808445 0.33957332 0.35746345 0.3294598  0.26946327 0.25537217 0.21218921 0.26012543],[22.55932157 17.58148351 22.42129847 26.35438881 25.53003839 20.28152775 42.48127899],135.9991776,0.001938449,3
[-6.3022650e+02  1.5088068e+02  8.5894356e+00 -1.9897176e+00 -1.2038087e+01 -2.0281490e+01 -1.3856068e+01 -2.2646732e+01 -2.0197515e+01 -6.0135446e+00 -1.8773406e+00 -3.5258934e+00  2.5283852e-01],[0.05400323 0.19448549 0.06949137 0.05481349 0.19621    0.11045614 0.09756095 0.07122468 0.3678452  0.7103843  0.14316666 0.05507867],[15.3375799  17.37135916 29.70132993 30.6780647  31.37668164 27.3493906 44.32512899],117.4538352,0.002756476,3
[-544.7661     198.92323      1.5757363   -7.978491    11.675993   -3.2453148   -7.238135    -7.0391283   -8.601688    -9.0608635   -6.4817834   -6.8709445  -12.273421 ],[0.25832048 0.23691063 0.1559133  0.21746325 0.25320017 0.8450851 0.32268292 0.22389834 0.19363168 0.13172159 0.06842755 0.0944127 ],[26.50215175 23.2773284  26.90318319 27.05084271 28.27522184 24.85133768 42.80704382],117.4538352,0.004469716,3
[-7.1141333e+02  1.0335368e+02  7.5520730e+00 -8.8949623e+00 -6.8184638e+00 -1.0044721e+01 -6.5458221e+00 -4.4845724e+00 -4.3525357e+00 -4.9885377e-01  1.1619260e+00 -2.7288167e+00 -3.8770518e+00],[0.06969011 0.2292686  0.2919004  0.10429494 0.11167083 0.07840019 0.26734084 0.5030858  0.17733225 0.23227319 0.13448288 0.10700461],[21.22890255 21.5592796  29.41626318 30.66532684 27.50671844 20.70279908 43.55440085],135.9991776,0.002741653,3
[-6.6978180e+02  1.7973378e+02  4.0517467e+01 -1.8855511e+00 -5.6537360e-02 -3.4691019e+00 -9.3197308e+00 -1.6197456e+01 -1.5898947e+01 -1.1430766e+01 -1.2357443e+01 -1.5329072e+01 -1.4923003e+01],[0.1814986  0.24979372 0.109857   0.15081656 0.21281405 0.13155656 0.19398437 0.21444994 0.6599796  0.5120424  0.14763804 0.1760453 ],[24.36253589 19.02213088 28.57498499 29.30576016 26.57206857 20.91555529 42.41763476],135.9991776,0.002075263,3
[-703.90576    183.63501     36.31553     -2.3300922    1.6602229   -4.17655    -10.29179    -17.123117   -19.045462   -17.074009  -16.260523   -13.357863   -11.553658 ],[0.33898973 0.3974126  0.13069855 0.08814012 0.07777634 0.08470898 0.23649238 0.20696738 0.6528625  0.3401397  0.10214446 0.13379408],[20.9274457  21.69775748 29.63838363 30.24872958 26.86225787 20.49685846 42.54175696],161.4990234,0.001553094,3
[-671.1002     184.87828     31.38586     -8.69595     -1.9596508   -6.0825872  -11.272172   -15.666848   -16.089169   -11.387733   -9.101782    -9.971251    -9.218811 ],[0.24223375 0.34564957 0.13342147 0.2889828  0.34336317 0.14908706 0.20258236 0.18004571 0.43709832 0.2958119  0.13133658 0.20843711],[22.98685259 20.85105556 27.71596135 29.12464199 27.35788905 20.53916492 42.96985339],151.9990809,0.002103983,3
[-551.30994    185.70265     -5.718373     2.8733363    6.215212   -6.3955874   -5.7814364  -13.17093    -14.349798   -10.5895195   -9.869033   -11.15445    -11.080699 ],[0.17294388 0.23403095 0.12599295 0.2816117  0.32758373 0.16424121 0.31912073 0.19945213 0.4574631  0.24937227 0.17287616 0.35720587],[24.16412828 22.90864848 27.59323023 28.57675777 29.0080049  26.14422304 44.23344552],112.3471467,0.005277116,3
[-639.5063     158.58717      1.387317    -7.2969065   -9.006405  -14.758678    -7.096644   -11.0528965  -14.028534    -7.621301   -6.8331347  -13.996832   -13.087458 ],[0.15529285 0.07451367 0.07133833 0.12663244 0.33874393 0.1359259 0.21291903 0.4651686  0.14754364 0.0788898  0.16803314 0.2818635 ],[17.14757608 25.61836695 29.26560295 30.58375931 29.52799825 25.4254642 44.73887743],64.59960938,0.003339449,3
[-695.5621     124.97631     13.699427   -11.490137   -13.555924  -13.31801     -7.2142515   -6.7530646   -8.181526    -6.839301   -5.7362804   -4.2799983   -1.8819913],[0.08212806 0.24959609 0.1504088  0.13236785 0.22505912 0.1493314 0.10724238 0.07546801 0.2939613  0.56510013 0.13179526 0.10117102],[19.96034455 22.31025588 30.46835718 32.30312866 28.52884373 23.42045143 44.27111561],112.3471467,0.003036009,3
[-6.2580524e+02  1.5432970e+02  8.0298605e+00  5.4756886e-01  6.2995994e-01 -7.9361987e+00 -9.3330584e+00 -1.5530947e+01 -1.7800604e+01 -1.3378478e+01 -7.6901197e+00 -7.5668573e+00 -6.7747798e+00],[0.13299781 0.28958973 0.15594155 0.12969805 0.28977698 0.17191528 0.09892985 0.13786666 0.4620885  0.4382626  0.12452391 0.14972852],[24.7027056  22.2929485  31.30091871 29.74300704 29.36775074 25.32087252 43.63271092],112.3471467,0.004065302,3
[-582.22156     183.54495       1.0612587     0.68347925   -1.6822166  -11.114506     -8.879265    -16.116207    -17.48647     -10.665571   -5.0089555    -7.9307466    -8.512801  ],[0.14354065 0.31930062 0.14875288 0.10452218 0.26416597 0.29152042 0.14406064 0.08482452 0.34176236 0.556852   0.136572   0.13207999],[22.41699996 21.95081981 28.84375068 29.12865931 29.59445344 26.55446932 44.94904685],112.3471467,0.003873842,3
[-683.7634     108.81286      2.2610269   -4.1573563  -11.518835  -14.864559   -14.820047   -20.477407   -13.97135     -1.5292585    3.170186     5.331129    10.083275 ],[0.10223787 0.06530363 0.11692741 0.08029749 0.19961311 0.10594958 0.05149593 0.05754821 0.23676592 0.86017925 0.18457162 0.06672666],[18.43472684 12.00887368 34.48304849 32.91652506 30.8591678  26.39593738 44.12471094],63.02400915,0.003421479,3
[-668.6777     113.61356     -4.0442305  -14.417135   -17.471067  -14.610304    -9.644314   -13.2491665   -9.25875     -1.2471883    1.2132455    3.5477257    9.821664 ],[0.20649597 0.10655452 0.14186448 0.10587565 0.18052523 0.13190398 0.09244274 0.13659835 0.26600048 0.8636158  0.20657592 0.10670014],[19.53010356 11.52935655 32.07474095 30.74270045 29.72658675 25.59544929 43.2418199 ],63.02400915,0.004137131,3
[-617.07935    181.4214       9.30775     -3.9030237    5.7732987   -6.4302     -10.304935   -11.705698   -11.947577    -9.249083   -7.1507874   -6.5896215   -5.664263 ],[0.06428675 0.16228862 0.4007679  0.15887748 0.23890002 0.12252057 0.24038632 0.12938438 0.20230834 0.5862036  0.18397471 0.11917067],[23.88191328 24.71698513 29.30799956 30.30042637 30.11835038 24.82632369 43.63725733],151.9990809,0.002800035,3
[-582.2314     158.67606     -5.639759     2.1213524    1.6753553   -8.017052    -3.7813442   -7.061826    -9.796462    -5.781435   -7.3213387   -9.844855    -7.262646 ],[0.06855311 0.07222544 0.24145162 0.49460185 0.20510057 0.29034418 0.1879516  0.4153244  0.26306835 0.1819435  0.3464091  0.13796563],[24.97666292 24.49600366 28.50174784 28.27018501 27.4138416  25.24120066 45.45172228],107.6660156,0.004888128,3
