mfcc_mean,chroma_mean,spectral_contrast_mean,tempo,loudness_variation,Emotion_Description
[-224.34406 120.86974 -13.348894 -24.68942 -25.090593 -13.510716 -12.526291 -21.116905 -26.61196 0.7131219 -9.894156 -7.411523 -15.263923 -12.533639 -16.270569 -8.428195 -14.032632 -2.8489568 -5.4742637 -4.1747937],[0.053096663 0.13246316 0.49600464 0.23040783 0.23583506 0.089500345 0.2666582 0.35555863 0.09685261 0.12820703 0.08163992 0.22508015],[23.375967989210796 20.91502851641603 24.21165911425051 24.410102701822613 24.47494160941094 23.327378206202834 49.17297402566099],107.6660156,0.08846369,3
[-146.47655 90.48535 -50.269108 -4.2839346 -19.14871 -8.553909 -18.354353 -7.999446 -15.734896 -7.826605 -10.984022 -11.196058 -9.45534 -9.035275 -7.5526 -6.9653106 -8.488834 -5.1395407 -7.09637 -1.1143222],[0.24813262 0.2889312 0.29379305 0.27629 0.37415212 0.31073347 0.47028536 0.32869664 0.30122465 0.30213407 0.33026606 0.5631543],[20.510552035990493 18.018985708078084 20.002466606646756 20.366220125813086 22.342122303345 21.8781839794613 49.28929242436158],117.4538352,0.073742926,2
[-348.62817 146.7739 12.309266 1.044814 -4.9768887 -12.8991375 -9.9629965 -3.6175773 -2.2283266 -4.478576 -7.782704 -8.097941 -10.724663 -8.0300865 -2.0889895 -1.7056074 -5.117608 -4.01438 -2.5395913 -3.652703],[0.32687876 0.23756047 0.3862558 0.225485 0.21854173 0.1896429 0.30015084 0.43569848 0.24003586 0.31939816 0.24678616 0.3069071],[19.632516665245234 14.874308107973858 19.649063195356383 20.19895762931402 18.81256123488211 17.666277121514437 48.41772887822509],123.046875,0.0508515,2
[-135.93721 80.55469 2.2510335 20.427673 3.4932125 18.217646 2.1162744 8.400456 -2.9342406 1.3800302 -3.6307223 -2.1585565 -1.9488701 -0.17404212 -4.7397747 -4.9225426 -10.181862 0.98432904 -6.8807564 3.2807617],[0.38738614 0.26183265 0.31792778 0.44480404 0.38862082 0.21561448 0.23956707 0.41994444 0.3667768 0.25910506 0.3555426 0.29365847],[18.530489912313996 16.44924063262904 18.737522768742064 20.485915926875073 20.072422009778492 17.32956596185511 48.16113833598092],95.703125,0.07923599,4
[-144.65527 94.456635 16.461468 32.595875 7.4289913 14.908905 5.1029134 7.2323856 8.320264 8.716561 0.015298472 5.378616 1.4800034 3.4296558 -2.7794476 0.18348287 -6.093674 -2.255779 -4.928626 1.3322984],[0.4828746 0.43179733 0.48347506 0.44630286 0.4272456 0.34940797 0.3179565 0.41290227 0.41959962 0.42340803 0.36935297 0.42794722],[19.41441000614582 15.385239080704215 17.533290776937278 17.120176782633713 17.36382474194997 16.779486058992372 45.818713785495056],161.4990234,0.11574209,1
[-209.46782 157.01697 -58.32416 11.291421 -27.08522 -16.457022 -21.947126 -11.905077 -13.016564 -8.848947 -12.886668 -15.816377 -6.3265967 -1.6894661 -1.4862701 -0.5829621 -3.5231786 -4.4902663 -5.5633607 -4.2229548],[0.23745495 0.18828757 0.6213991 0.32686526 0.104415596 0.18659341 0.17141144 0.43187883 0.25891304 0.44080818 0.36553276 0.15854265],[15.400015492178868 17.16398956302935 20.04453983233883 21.168318490877194 21.362745272388697 24.927996616633724 53.440243955776175],103.359375,0.07764865,3
[-195.71884 176.35475 -18.094984 31.616266 -1.2261178 9.946909 -1.5780678 0.38953394 -0.79973465 0.49036592 -4.2798347 -2.5069096 -10.417846 -2.5812936 -7.239267 -4.780316 -5.9689507 -1.8421388 -4.5078964 -5.7592363],[0.3089265 0.19718868 0.23233715 0.40247715 0.60542834 0.46834698 0.3948205 0.3410378 0.33039817 0.29728988 0.26038718 0.48512506],[21.46821941015552 15.722583732624887 17.38280637840827 18.18924025091558 19.425439869868914 19.48926288566921 47.846548424109486],75.99954044,0.10261531,4
[-227.03464 142.90599 2.7118819 14.881753 8.148738 12.937449 0.7659317 5.440248 -11.483094 -2.1065245 -3.727985 -0.24671695 -3.024625 0.18905315 -1.9888316 1.8828762 -2.4186592 -1.3293663 -5.802945 -2.972855],[0.47166914 0.4382674 0.6509841 0.4063924 0.34175485 0.31849256 0.24030274 0.29193082 0.2539417 0.46166715 0.2945539 0.27806327],[17.070107279039444 15.700380387021267 19.027716644455005 18.331699614120076 17.632589497734557 17.227281163226927 47.68992092144747],117.4538352,0.09654288,4
[-120.96422 92.01671 -17.661667 26.443998 -0.008774189 12.189579 -2.1706002 0.95818424 4.772472 -1.2630037 -10.134971 -5.8997498 -10.419939 -2.8667712 -5.125217 3.373384 -2.0451899 -4.8659196 -7.2307615 -0.8953157],[0.32351077 0.4452489 0.34213224 0.46644863 0.3206199 0.2538095 0.3604321 0.3614711 0.629196 0.3027222 0.38569692 0.41009316],[17.019205960095366 15.951226760093542 18.31290250233366 19.337614316073385 19.80339489551089 19.486826230454408 48.378110283985436],198.7680288,0.08275571,4
[-157.25742 86.71154 16.77004 26.287859 8.879609 6.3497906 3.244524 4.1595364 -0.21762031 -0.33018777 -2.7197926 1.7774894 -1.1484234 3.2286925 -2.7379656 2.798233 1.74161 4.2774405 0.22987358 3.7018886],[0.18510264 0.13039242 0.13500729 0.348918 0.69616175 0.2561063 0.156355 0.20199205 0.46051076 0.41191 0.26766223 0.40067032],[17.602879606165672 16.99225315178825 20.97369123026655 19.896101803695977 18.563185299368463 18.672764372805286 50.829267496909885],151.9990809,0.08186751,4
[-90.009926 63.929718 -8.539353 39.68679 13.137235 6.767006 0.10148641 12.96948 0.16817309 8.1209955 -3.75981 7.616124 0.55837977 5.8176055 -0.8374676 6.875902 -1.7175684 2.0030994 -7.357007 -5.994582],[0.61886096 0.43789843 0.31520602 0.29662848 0.38999918 0.4160517 0.374162 0.38570702 0.40379283 0.4781301 0.48272258 0.55228597],[18.92876935948568 14.158609605839079 17.857242295902026 15.879866749643165 15.87363932459126 17.6392867523976 49.107512899755115],83.35433468,0.10228416,1
[-71.127304 63.886837 -23.130095 13.580408 11.823022 5.6896343 4.5155997 14.699002 -4.2466006 0.030297687 -1.8834919 3.130939 -5.488778 -0.7733953 -4.3744445 -0.7999063 -5.7661633 0.19220544 -3.6414545 3.2086377],[0.74030334 0.52809614 0.5303273 0.41287982 0.4388159 0.47165835 0.4119391 0.51781607 0.34575212 0.38775456 0.33806422 0.44466916],[17.856113087511925 13.701445257463995 16.146773281434704 16.685129156623464 16.024877184940806 16.018945624127902 46.57041071598572],135.9991776,0.08156514,1
[-183.8313 154.29434 -13.052369 24.190025 -10.783634 -2.289127 -9.805357 -2.3922722 -12.975706 1.3068382 -9.789176 -6.334102 -10.704695 -8.603297 -6.8222604 -2.3622255 -8.11065 -1.2179884 -3.976387 -6.034869],[0.28010663 0.21792808 0.3497616 0.23923367 0.3926407 0.21226816 0.32073823 0.35359892 0.27166185 0.48539653 0.3109493 0.3873796],[21.344969674189727 16.175543144600127 19.897261696026018 19.900991821845306 20.38358594799757 20.844112652565627 49.522309464781856],92.28515625,0.08985457,2
[-131.17653 128.18065 -44.682766 67.90962 -17.510372 15.610881 -0.22127956 9.3715725 0.9799272 3.468984 -7.725327 -1.358417 -2.1697254 -2.327294 2.1976528 -5.9294496 -8.661885 -2.2755044 -8.619745 -1.9137064],[0.35495058 0.34753367 0.60546345 0.3471218 0.27364945 0.24120373 0.3159847 0.45167124 0.39761356 0.4832965 0.33679342 0.550693],[21.007984981971333 14.54545378938443 17.72064954933125 19.26882442852947 15.938495913701608 19.839600926551633 56.332383769162746],117.4538352,0.0938407,4
[-74.73071 70.76631 16.838776 18.00562 6.5024357 6.8740172 -1.5697627 8.002049 -1.1455975 4.3423448 0.33206412 3.5860727 -1.6545122 2.2875247 -0.0033029846 3.2224395 -1.7611706 0.5823307 -3.2744167 2.2651942],[0.37085912 0.33712527 0.43695167 0.31119773 0.48259893 0.37266648 0.3616649 0.54674256 0.49992725 0.6388337 0.3316218 0.3566061],[17.879030324024452 14.253026908988367 17.993356905045815 17.40132338257947 18.242236900543077 16.779613740145717 46.116051161944206],172.265625,0.113003574,1
[-227.24791 129.54205 30.448263 24.323442 7.2082386 14.452331 15.5240965 8.406982 -2.1028783 12.022779 -0.8608412 1.4374927 -1.45297 2.41087 7.1396475 11.617382 5.7487273 -5.5525494 -7.610601 2.3738716],[0.54060775 0.4801861 0.4955016 0.38520995 0.28488627 0.3538878 0.3589494 0.4691064 0.46805277 0.54283 0.6724722 0.5446142],[21.27677101096026 15.807229409309194 19.436929286157802 21.53976615375996 19.33205398572955 19.830438748079235 46.930162708668966],112.3471467,0.15899925,1
[-197.33595 149.35529 5.661651 13.621964 4.0945215 11.017489 7.8499017 7.4456425 1.5675377 3.500379 4.463239 4.662101 -0.2929451 0.8353664 -3.2131367 -1.0377765 -1.9974663 -0.26524538 -1.9913797 2.521663],[0.37216493 0.2802089 0.45685866 0.24922068 0.22351745 0.15561219 0.32605034 0.4736094 0.34376058 0.42318267 0.43346244 0.54891026],[17.900375264926623 17.548135490039627 18.87207452234049 19.601127105974747 18.101358432133047 17.55285956093681 45.788575281293774],107.6660156,0.09685757,4
[-136.76544 111.91569 8.844476 28.943789 6.717527 11.262805 15.056302 9.610838 6.6462197 11.631516 0.55018663 8.948074 -0.063216075 4.6893425 0.5934837 4.1335454 -0.9380323 3.3184001 -1.1552173 3.313586],[0.46345267 0.48064283 0.48039383 0.4117499 0.45132908 0.50312084 0.5327158 0.43700123 0.427562 0.5121902 0.47575778 0.53343254],[17.25156896339059 13.465246945806221 16.764000783280515 17.705696573268046 17.3360281616651 18.706281053932198 45.288891277175104],80.74951172,0.14490458,1
[-241.66138 134.98947 46.249138 46.562084 22.079056 6.6654973 12.186873 9.62803 -3.9859366 8.47418 3.795181 -2.101747 -3.1354716 -2.1962705 -3.1191854 0.51876915 -1.1433666 1.8541477 -5.1866264 -0.9653155],[0.46416548 0.4489262 0.49491465 0.5284752 0.31293097 0.31513482 0.42147142 0.46829015 0.48978063 0.40148804 0.4562461 0.47793236],[20.067081079559717 15.914542776631965 19.12555219205922 17.426908149267163 17.367955591430448 18.437001267642184 45.6047045108828],123.046875,0.14249998,1
[-235.1509 113.57648 -14.142913 50.700214 9.482628 9.567339 -8.264598 4.2084394 -1.8593658 4.347604 2.226638 -2.1846888 -6.276586 -3.3679197 -4.286711 0.990026 -8.565325 0.07259568 -2.1374333 -3.2154555],[0.3057958 0.33758488 0.43451005 0.40329576 0.4895114 0.348847 0.3270509 0.22597252 0.31002936 0.42568693 0.38739666 0.37106597],[22.498317888905444 16.84415239083545 19.097521918788146 19.688721679692016 19.618595457550406 21.700997997118442 52.92442739347934],123.046875,0.08905013,4
[-243.69063 112.55076 -1.9302086 31.678022 11.096464 -1.5615172 -14.885008 -1.0403519 -13.003452 -13.1127205 -9.261347 -9.434888 -15.640591 -5.5055842 -14.983774 -6.5923038 -12.369384 -5.148232 -1.7782927 5.853267],[0.1831236 0.16408482 0.35871354 0.2202108 0.36730608 0.15598848 0.27623004 0.43970647 0.1705938 0.16197512 0.0948586 0.14423127],[22.925699024616137 19.26770497672378 22.46861847253513 22.8813139648804 25.12138146984078 27.93719149255829 52.42000900368693],112.3471467,0.07414602,3
[-126.87331 101.26379 -15.577953 33.468334 7.103912 16.255278 -1.7604642 11.226048 -0.7596036 7.296999 0.62182295 6.087425 -3.9596186 -3.5902393 3.414364 7.207395 -0.42159936 -1.4467511 4.4041553 2.7289472],[0.2943117 0.40591997 0.3966395 0.2948264 0.40977788 0.31865215 0.460871 0.4456754 0.3661641 0.44049692 0.31703782 0.41562048],[18.55160033144538 14.677632393458262 17.996464456324567 19.33274838126006 20.560898493440696 18.98678826081225 48.59931617371455],151.9990809,0.090285644,4
[-126.13713 95.05423 0.8645985 31.389467 17.475868 12.1528635 0.5945033 6.896919 -0.3273691 4.773597 -6.36763 4.7467914 -0.28130516 -0.029061364 -2.5086143 3.001434 -7.0376143 -2.2416906 -2.7834668 1.2991153],[0.47753176 0.35485205 0.46387854 0.3141692 0.31013966 0.26462936 0.34713796 0.4519553 0.34827518 0.43178824 0.43167448 0.5900466],[16.50158503368531 15.500207254362145 18.765497035084895 18.456379400811507 19.11675558309097 17.462349995556806 49.522583338595076],151.9990809,0.08952996,4
[-211.17387 118.29334 -15.807175 31.110136 8.079061 -10.701002 -11.965317 -3.225534 -17.685816 -9.563055 -10.170592 -11.673064 -5.658641 -11.915457 -10.922814 -1.8323761 -4.454418 -4.4590483 -8.076059 -8.580378],[0.23821642 0.19630417 0.4742061 0.24545409 0.2052313 0.12369518 0.19615993 0.3809649 0.17147748 0.16395056 0.17637622 0.3184857],[23.330275800185948 19.854598193208208 24.229416801550865 21.424945238477733 22.293253235672818 24.76838347115476 50.04113870225994],112.3471467,0.11635322,2
[-143.25821 89.40502 25.002178 30.540655 -2.1977105 13.829959 3.7130115 1.901098 1.1849735 4.4084973 6.6758842 9.888948 3.1427906 6.2448826 -4.866831 0.2473351 -0.026767034 2.4511125 -5.3381515 -0.7593751],[0.37746707 0.28828236 0.3633668 0.7686785 0.2876077 0.18885022 0.2105282 0.24687085 0.24297251 0.23036256 0.36135352 0.3986934],[20.3645254429291 16.353732031912926 21.059927974837375 19.021995452460885 19.040362068936844 19.551998520282634 49.21513581143534],151.9990809,0.13323963,4
[-209.95654 89.247665 -25.169504 -24.5369 5.824237 27.922392 27.794506 -6.990908 22.433275 2.7384884 -5.589454 -13.616175 -5.6650095 12.571496 -9.0954685 0.16575864 -3.9417257 1.1979052 -16.81367 -0.9740089],[0.32874918 0.21899708 0.32269686 0.25606948 0.18346056 0.37945887 0.20595397 0.38334957 0.17811084 0.32715955 0.54296064 0.23882829],[21.18228472253694 18.922074394514002 21.44606664562584 23.408609949353938 25.576121494114016 18.795005473167883 46.65343728432449],161.4990234,0.10245649,4
[-130.96101 103.82908 -11.807143 51.23405 -6.0653915 16.579535 1.684316 4.5085993 1.5077132 6.798346 1.9036684 4.9813304 -2.714165 5.6897364 -4.104375 0.89802325 -8.50954 1.69806 -3.5677137 -2.9648273],[0.4437669 0.45973295 0.46613666 0.3437074 0.37590495 0.46293575 0.68533313 0.6044478 0.44042704 0.39291817 0.36614922 0.45018685],[18.213618239019777 14.149557444164707 16.296540714705237 15.49677146137027 16.137421151412884 18.614051321124055 51.47930130709511],123.046875,0.100318305,1
[-225.09627 161.66698 -17.692326 55.45219 -10.228078 2.8443983 -7.3971615 -12.615095 3.5554821 13.554601 14.908371 -2.9583223 -4.8152313 -4.2750783 2.785401 10.308866 -17.64347 -1.1623417 2.6802595 -0.8260135],[0.73989505 0.47416458 0.35773888 0.24962546 0.38337663 0.26622355 0.21650767 0.50881135 0.21964853 0.22198966 0.20928062 0.43622157],[25.953674932693616 17.308945207729266 19.444918583124057 22.875377132271296 21.201180938773206 22.323531428867 50.4987465531833],129.1992188,0.09305056,4
[-175.42076 102.3387 5.4974356 41.77233 13.677704 9.761831 -2.3544254 4.5652456 -2.761775 -0.44079113 -1.0129014 -2.6443858 -7.943014 -3.447624 -3.0569184 -3.4945805 -6.386882 -2.624229 -9.625331 -4.8684855],[0.46735615 0.48174152 0.5306956 0.40453306 0.28499976 0.26204333 0.34146172 0.5037185 0.3647713 0.32131332 0.28750908 0.3699822],[20.5846278580274 15.119687815854865 17.671590065677087 17.0144579846745 18.555436863453615 18.13933925307217 47.547449286245765],172.265625,0.08865498,4
[-124.998825 93.55717 7.017417 17.869246 4.251259 18.549377 8.81813 10.5721245 1.1705561 8.557832 2.3166502 6.1528416 3.7205312 4.486244 2.4224584 4.692514 -2.2503135 4.9756575 -1.5846262 1.4973493],[0.61281157 0.49787462 0.5556283 0.45883995 0.5489446 0.47336087 0.42225513 0.49533746 0.47906008 0.55421406 0.4403215 0.50507855],[17.545724730064318 14.011777275359814 16.44663144848605 16.941272969840387 17.81929527195702 17.263364949080945 47.44255936547575],143.5546875,0.10812663,1
[-159.16373 95.57178 24.39115 14.271198 3.860423 3.8554204 1.4870701 2.9844468 -7.3871427 1.6447431 -0.46348616 5.3055325 -1.2672784 2.466513 3.855452 -1.2475574 -1.4900222 3.3953683 -2.7998009 -1.8131901],[0.4668369 0.28542802 0.37569648 0.22896217 0.2506328 0.30951247 0.35456112 0.36837643 0.27216753 0.2929893 0.32439572 0.65086806],[19.51852030775217 17.086589885494547 19.921473244894457 19.186267563686364 18.23022670479299 17.31309902344349 44.4995003790679],103.359375,0.11604183,4
[-254.75777 113.95505 7.940303 20.743752 -7.6366634 5.6741023 -9.518554 -8.070865 -12.561671 -4.2617316 -7.3524437 -5.185025 -8.083111 -3.7467487 -6.0953026 -2.2896612 -4.3726883 1.3876643 -3.274162 -2.4018373],[0.37660336 0.20068483 0.32674015 0.32110226 0.25484255 0.20653713 0.15215133 0.34407657 0.25523725 0.39563408 0.4944646 0.25708804],[18.048833138973226 17.50554781457683 21.482716935417375 20.055701580929664 19.126582322682303 17.430269651080806 46.886966061772796],57.421875,0.055603437,2
[-104.47128 90.52999 -7.670326 37.519012 17.495491 8.646823 6.633793 8.748418 -0.021666095 5.149779 -0.9445465 9.142788 -5.1487007 -2.3672864 0.23296618 8.6085615 -1.8822048 2.3866594 -1.6647823 4.150973],[0.317953 0.39697534 0.47815022 0.35945392 0.38876146 0.32075542 0.43568304 0.5225078 0.54503226 0.6096476 0.44569007 0.4769462],[18.12308836351207 14.972750390572271 18.776181540923584 17.79841236674268 17.678494833468566 18.677388052661076 50.875351661845464],99.38401442,0.10494832,1
[-165.89415 103.18853 3.111886 32.832626 10.093804 4.2025237 -7.261885 3.0752356 -4.8478155 -3.6109073 -3.080292 -5.5269547 -8.203628 -3.6054115 -6.9140697 -5.7268786 -8.790574 -3.5613334 -9.592494 -6.093128],[0.24718605 0.30511203 0.29447722 0.33555526 0.46023092 0.25669253 0.2004299 0.19065766 0.33939895 0.43912336 0.27897885 0.30652225],[21.838344749982646 16.422017591751445 20.633630700094127 19.328378326376367 19.271621020850795 17.880650828625775 47.47137266708238],161.4990234,0.102285855,2
[-345.79904 160.30844 13.14818 2.9712162 3.7876813 2.2593193 -7.4413314 -3.9349465 -3.3528378 -2.5449328 -3.769334 -2.191168 -3.880991 -2.3276763 -1.3870479 -0.12721163 -3.325325 -3.0728116 -3.6288102 -1.3647692],[0.16650178 0.2841314 0.2895508 0.20742068 0.3340246 0.28521726 0.20518202 0.20277646 0.3783382 0.43389928 0.3426689 0.2200749],[21.647790554664336 16.39065337001345 20.703411598167364 22.38816951824681 25.6777369445297 22.401319924558976 46.65048355619291],198.7680288,0.05626157,3
[-208.22035 202.93951 -31.615416 23.670763 1.594902 -1.0560262 7.785267 -10.946738 0.02649606 -0.66045415 0.612295 1.9785379 -2.5950313 -4.104918 -9.026138 -5.45761 -8.435066 -2.753345 -7.808342 6.173938],[0.24652608 0.40385306 0.2621714 0.6549783 0.19715893 0.18074533 0.5032375 0.22925991 0.27856648 0.19588113 0.42775193 0.54465795],[17.68754844119573 15.447287841200604 19.402448599025238 19.88985832981504 18.854225639106502 21.597874738929487 47.950911100116684],107.6660156,0.095604934,4
[-285.57437 126.64648 40.08354 41.528862 -0.96699464 7.1172457 1.9810816 -0.29135334 -3.580189 -0.47229803 -4.1296067 -1.5858632 -3.724776 -1.4000576 -8.730165 -1.8395902 -2.4869094 -1.1770293 -6.3423357 -7.2472386],[0.16670014 0.25766516 0.4712058 0.26773408 0.115592286 0.099573925 0.12748879 0.17125483 0.3169078 0.548886 0.2714738 0.2179623],[21.401478918306132 19.822033867930838 24.1485731414877 22.366487425870123 19.345840848870758 17.95067945261597 48.7654745900743],83.35433468,0.09419881,2
[-116.875404 103.33673 -38.616028 -2.6508543 -7.0354033 12.63702 -6.507912 11.695984 -0.5223148 7.269641 -1.5084555 -0.5514949 -1.582309 2.957763 -1.3888203 3.9321501 0.05218764 3.3978596 1.6806076 3.0348735],[0.35308817 0.31580657 0.45121375 0.4314792 0.32472014 0.32634234 0.6580993 0.4145271 0.3044842 0.5972192 0.4784125 0.5369593],[17.25182573142103 13.396418880883122 16.884380047966218 16.353968348333368 18.4110610165494 17.590293782179806 51.275194515003875],107.6660156,0.081877925,1
[-180.53499 100.11793 21.566473 22.921144 -5.2899795 5.1694875 3.382302 1.5931708 -4.265479 -0.1906926 -6.1828194 -1.3858376 -4.5112424 -0.577862 -6.586015 -4.4184136 -6.254036 -2.7614536 -6.421492 0.46298644],[0.4573971 0.495392 0.3587621 0.32546553 0.3165123 0.20559871 0.21769519 0.2566032 0.36781576 0.54213214 0.48825032 0.50748396],[16.121953943655456 15.086341370575498 16.808137847889768 17.217737699859814 16.823316821596872 16.388537811967428 45.59921147278288],117.4538352,0.10141497,4
[-123.722496 117.19138 -15.97412 21.070274 0.7134419 7.223013 1.4227732 5.0496573 -5.7723794 8.551534 2.265688 2.4852076 1.2565123 2.4637427 -6.2614713 1.1501563 -3.0786192 0.4937721 -4.573912 2.9123652],[0.48531955 0.34386972 0.41702583 0.30944937 0.5482917 0.3825232 0.30543387 0.3139905 0.291926 0.4826992 0.25447842 0.28853804],[18.4667777648026 14.429187296592406 17.764543531915717 17.46524184764578 18.160157324823125 18.720625399802298 46.98885455085647],112.3471467,0.090549596,4
[-112.82598 119.96964 -58.46077 19.95954 3.2036579 0.68208534 -5.5997066 10.787124 -6.8514404 6.2456737 -3.6904874 6.2137833 -0.4847901 -2.2807193 -5.2703104 -0.7137455 -4.4754295 0.0064539798 -2.8295197 -1.1637138],[0.40184155 0.5428615 0.6273542 0.69152594 0.66520435 0.4437541 0.5023864 0.41591 0.49884292 0.45565897 0.4335949 0.601709],[20.349830202533184 13.59614164109436 15.90851005359145 15.64963257922334 16.67968189034616 19.557395652479375 50.92386408833377],129.1992188,0.08820338,1
[-40.207855 61.030403 13.535131 23.237192 16.601677 15.753253 6.947791 12.152398 5.16704 10.652064 4.951972 8.47277 0.10708338 6.0288105 -1.0194217 4.1810617 -1.0543773 3.3889968 -0.3741101 -1.7177646],[0.43272588 0.3040634 0.41070446 0.60350454 0.6041723 0.66687655 0.49991575 0.55807567 0.5003938 0.46020353 0.3884467 0.31170484],[16.148664816618336 13.738269720026167 16.431327314722388 17.24504896700571 17.09096358756652 15.8901941818824 47.05377615767064],112.3471467,0.16745079,1
[-123.578285 94.14143 -20.273949 34.805454 -7.952489 11.377965 3.0655196 10.766899 -7.7063017 5.230875 -2.86455 2.1217544 4.1341977 1.8527764 -3.3949559 6.3419614 0.46676594 4.2941465 1.4631809 2.6492553],[0.49706903 0.28987697 0.41480032 0.2874432 0.49800488 0.36841813 0.2907972 0.49343008 0.39919522 0.53406465 0.2817116 0.32107714],[18.501270693062413 14.21718393794677 18.493237918596098 18.812586273195503 19.01582929521539 20.904125639738627 52.15420275465672],107.6660156,0.08732686,4
[-119.73788 96.050026 -9.783963 18.136087 -2.7202878 5.612996 -1.3403289 -0.7989633 -5.58995 1.6702007 -5.2902555 -2.3960676 -4.0574074 0.627248 -6.99995 2.714097 0.013847611 5.4295363 -1.2830119 -1.8085165],[0.2715463 0.35791087 0.5881493 0.2608893 0.22708939 0.16382433 0.2617781 0.27863833 0.29434705 0.546539 0.3407888 0.3945988],[17.28748190025513 14.954372204622342 17.475792887701484 18.92933631553221 18.907467159897926 18.323944439403462 46.82235084876816],117.4538352,0.07970319,4
[-172.20917 75.52904 -56.736576 41.70254 -30.526861 13.383347 -5.017747 11.97083 -4.7961993 5.4530616 -3.5947115 3.203484 -3.9398131 -0.16393214 -5.94226 0.84893024 -7.1322365 -3.09879 -5.243145 -3.4163883],[0.34685242 0.36271405 0.4704306 0.35943213 0.48649582 0.3371306 0.42318928 0.46003264 0.3993635 0.5084809 0.38660172 0.57112235],[22.519092645875254 16.353917322954693 18.587225746029493 18.53060324585788 18.383978925564243 18.65202030662201 53.9968327498454],86.1328125,0.055191953,4
[-192.50049 171.92712 1.7331141 1.5055627 1.9028616 5.0782657 2.3517013 5.1135674 0.18572536 5.411748 -1.9052279 -4.5378833 -7.9520493 3.9871821 9.807336 7.8797083 0.9588676 -0.6474486 -0.8528563 3.2132528],[0.27846342 0.18288216 0.29672232 0.44248468 0.7594301 0.50912404 0.39648223 0.5294087 0.2661905 0.36271566 0.28442234 0.5623575],[20.696916819771708 16.578780204926474 19.327790327785504 20.4667913838019 19.792723430594506 19.918559931549996 46.31988460245155],143.5546875,0.14066648,4
[-221.42352 162.90936 -5.939414 23.622751 2.5182443 -3.5443952 -5.3838677 -8.541542 -10.325659 -1.8675641 0.1489632 0.5685647 -5.5267344 0.0015243042 -3.0941064 -1.6616915 -5.6806874 -3.233806 -6.855893 -5.52872],[0.3115525 0.23363723 0.5723573 0.49986202 0.25439072 0.34396857 0.25062087 0.37443236 0.24438134 0.21265537 0.33568135 0.22275132],[23.87428523124742 16.74902731376001 22.085722377350322 20.53695828457785 21.001058652273894 24.037252157860078 47.128090441383314],75.99954044,0.097893864,2
[-221.44681 142.69318 -3.0523026 48.562298 12.585611 9.199614 7.5593014 17.82765 -1.4397817 7.470931 11.794272 1.1570064 -4.39167 3.8545938 -4.889826 -1.2922096 -2.2589633 -1.2244362 -2.1053908 -4.216834],[0.41437742 0.4556213 0.52785563 0.54296553 0.4917847 0.40044257 0.4309632 0.46128717 0.5100396 0.54039574 0.52581096 0.48435643],[16.77866375628286 15.221656748785207 16.90052124660366 16.983125476213303 18.360268033447515 20.87565832950839 50.88461463831963],123.046875,0.082582586,1
[-154.38734 112.43673 16.960276 28.244167 15.250996 20.52782 -13.45999 1.5559456 3.2021234 6.6018 -0.8195312 -0.3418825 -3.522606 0.8323955 1.4064803 2.0852945 -0.8111657 6.9877453 -1.5509603 0.5921796],[0.3770946 0.3225376 0.31195194 0.3114387 0.5017705 0.38704112 0.39242503 0.43818706 0.37450692 0.3990637 0.4296035 0.5016215],[17.350164316497406 15.223855444294706 18.78886705205624 17.718311149280293 19.902820844283944 17.246422497890528 46.76814412797346],103.359375,0.11501644,4
[-174.49187 99.26282 2.1912491 28.163433 7.6578503 13.025682 1.2824445 4.5648675 -3.8147852 6.9257975 -0.74747217 4.6251793 -4.151899 -0.22839639 -3.9698038 0.638748 -4.8597116 -3.2628133 -3.7229621 -1.7926844],[0.24401991 0.26524422 0.30524838 0.29153705 0.421759 0.35032028 0.44146904 0.5622989 0.41249767 0.4288108 0.29151955 0.29974642],[17.88428553184579 16.398343739012414 18.73793712432028 19.00284072251949 19.494890666932655 18.211462897389623 47.86466372839613],107.6660156,0.091400556,4
[-95.0596 81.31334 9.005827 32.104496 5.3287373 10.882935 -9.586746 3.8732984 -2.9052768 7.4766154 -0.66445994 5.5846024 0.035541546 2.8731632 -4.1130934 2.9193122 -2.4964192 1.7048098 -4.399669 -0.7466828],[0.5160895 0.5570203 0.49487072 0.41404074 0.5817644 0.49975628 0.4423878 0.50695544 0.5039927 0.52011913 0.4600532 0.54258627],[15.737880713669457 12.75060357756017 14.957678570880498 14.832253299743034 16.435650636003686 16.052186228902134 48.04142409240379],172.265625,0.09132841,1
[-173.38493 131.33862 -8.354932 27.938053 -0.8636452 10.456748 4.5693355 -2.3950748 1.1181678 3.225578 -5.95775 5.2087507 -5.9067216 0.58720404 -6.2844486 -1.7027408 -4.755708 -3.1281087 -2.3831687 5.9288454],[0.51030016 0.39052066 0.3828276 0.32865828 0.5145016 0.2901962 0.2177306 0.4078922 0.35514733 0.40087208 0.45020908 0.44035906],[19.0995254585204 12.926391567259325 17.610687281140684 19.68691257107384 19.898814749495124 19.39687479684742 47.32522837841718],107.6660156,0.10589094,4
