mfcc_mean,chroma_mean,spectral_contrast_mean,tempo,loudness_variation,filename,Emotion_Description
"[-4.8957239e+02  1.9955925e+02 -2.6220175e+01 -2.1616447e+00
  2.7602606e+00 -6.1306539e+00 -4.1406584e+00 -5.7734294e+00
 -2.7884729e+00 -5.9263802e+00 -7.6408625e+00 -7.0894542e+00
 -6.1928115e+00 -5.6471133e+00 -5.0999751e+00 -2.7785733e+00
 -1.0970075e+00 -2.3105247e+00  1.9497816e-01 -1.4597923e+00]","[0.16039386 0.2597829  0.2877867  0.18060617 0.33564708 0.24431328
 0.13430984 0.1814717  0.34144744 0.573322   0.17973268 0.08607673]","[24.41847488 21.4090264  24.95483968 27.69239801 28.46117237 27.46683151
 47.29415381]",95.703125,0.005550372,Q2_P-We4q3goKU_2.mid,2
"[-4.9592383e+02  1.7913489e+02 -2.4934698e+01  2.4042721e+00
  4.7049689e+00 -7.4543471e+00 -1.3584750e+00 -6.6499434e+00
 -4.4610643e+00 -6.9073391e+00 -6.7056203e+00 -6.1411047e+00
 -8.9185009e+00 -6.3405395e+00 -5.5017457e+00 -5.5957899e+00
 -3.8952816e+00 -4.6227813e+00 -2.2165596e+00 -1.9762577e-01]","[0.232555   0.30530086 0.47145241 0.35708153 0.57372135 0.44901192
 0.29030192 0.2845416  0.383228   0.58221513 0.35160813 0.21461907]","[30.37882199 19.27289125 21.03327188 22.9501251  24.77988887 25.46993579
 41.74646669]",99.38401442307692,0.0075711804,Q2_P-We4q3goKU_3.mid,2
"[-633.35486    159.87712      2.9490056    3.4699643    3.5607185
   -9.181348    -8.446349   -14.274417   -10.628219    -7.066391
  -10.028869    -8.60648     -8.052427    -8.341705    -6.664717
   -8.27328     -8.649485    -7.13327     -8.105891    -5.6194577]","[0.16927251 0.20539962 0.3835923  0.17785095 0.25519875 0.23858991
 0.08775484 0.07083876 0.19548444 0.49446687 0.23335496 0.18401517]","[18.80324211 25.45653991 27.74205831 30.30426183 29.9762586  25.45935783
 43.51184467]",99.38401442307692,0.0033383118,Q2_P-We4q3goKU_4.mid,2
"[-498.39127    189.43358    -25.148018     1.4900324    0.8582144
   -9.080082    -3.3337085  -11.643017    -8.428623    -7.691207
   -7.7274985   -3.7725024   -2.8327913   -3.7080052   -3.365321
   -5.596897    -4.7055163   -3.6321957   -9.555837    -4.2317777]","[0.6853522  0.33274284 0.2292984  0.24084088 0.22515725 0.17071071
 0.18921272 0.39071038 0.14927986 0.11247014 0.15396982 0.3117205 ]","[23.46921447 19.55615025 23.08030282 23.65094165 25.92788325 26.87573016
 45.6715279 ]",161.4990234375,0.006308142,Q2_P-We4q3goKU_5.mid,2
"[-5.4394598e+02  1.8749190e+02 -7.5423551e+00 -4.9776149e-01
  1.5243771e+00 -1.1459699e+01 -7.3968983e+00 -1.6936193e+01
 -2.1202776e+01 -1.6526716e+01 -9.1268721e+00 -3.3864207e+00
 -1.9993504e+00 -2.1193917e+00 -5.0853181e+00 -8.5967960e+00
 -4.5348763e+00 -4.3239560e+00 -1.2515352e+01 -8.7481651e+00]","[0.56879216 0.21376391 0.21834837 0.2753829  0.1318563  0.17859598
 0.1589196  0.48364675 0.17421733 0.14110291 0.1328924  0.19901177]","[21.82903105 24.01112517 28.10096895 28.04270098 29.13047192 26.64455415
 45.1312499 ]",112.34714673913044,0.0044354075,Q2_P-We4q3goKU_6.mid,2
"[-4.6560760e+02  1.8636838e+02 -3.9436310e+01  7.7946868e+00
  3.2373097e+00 -8.5595331e+00 -4.8567152e+00 -8.4807215e+00
 -7.4622288e+00 -6.5783806e+00 -1.0976440e+00 -3.3419509e+00
 -4.2258401e+00 -3.2175708e+00 -3.2026627e+00 -2.3940010e+00
 -2.5924936e-01  1.5756645e+00 -2.9869654e+00 -5.9525409e+00]","[0.23928651 0.28475812 0.3075457  0.21598756 0.44099084 0.30597326
 0.29164144 0.18709579 0.2691637  0.3343205  0.17090751 0.2586326 ]","[24.9002263  19.09069315 23.72509114 23.98092687 26.41988162 27.63311867
 47.86568952]",161.4990234375,0.0064890096,Q2_pouxqiySdI8_0.mid,2
"[-466.3108     190.42764    -37.4071      13.326081    -1.1257362
   -5.820953    -5.895442   -13.130539    -9.71277    -11.146165
   -6.4422555   -7.0764623   -5.055773    -1.9149384   -1.3385515
   -2.460166    -2.221303    -4.5218043  -10.743209    -8.532522 ]","[0.40075752 0.22141342 0.2268111  0.18895517 0.38407484 0.21669199
 0.25721484 0.38476318 0.27984175 0.28785542 0.14631325 0.3097369 ]","[25.84062305 22.23174972 26.17236626 25.39015905 26.98254995 27.66971265
 47.88771388]",80.74951171875,0.0066687,Q2_pouxqiySdI8_1.mid,2
"[-498.52298    185.00014    -27.520626     4.8048944    1.0513905
   -5.14344     -3.6954339  -10.872013    -6.98469     -8.195068
   -9.944178    -8.990126    -7.4270277   -6.775557    -5.7417817
   -5.3298965   -4.4772024   -2.8722475   -4.2377796   -3.4405284]","[0.33838576 0.34022632 0.37729442 0.34860387 0.3581391  0.36247775
 0.33473602 0.23377916 0.2508145  0.38190287 0.26081017 0.2893654 ]","[23.49622743 19.1866198  23.06298283 24.05306462 26.72136691 26.67153302
 46.17386075]",135.99917763157896,0.0064551877,Q2_PZN7XLKzLDI_0.mid,2
"[-4.7593555e+02  1.9116820e+02 -3.9382835e+01  7.8705659e+00
 -2.2297487e+00 -8.3595495e+00 -6.3994637e+00 -1.1304475e+01
 -4.5216837e+00 -5.5516138e+00 -4.5625048e+00 -7.9564261e+00
 -7.7731495e+00 -2.7641587e+00  1.3868262e-01  7.8625041e-01
  5.6492651e-01 -3.0930879e+00 -8.4302883e+00 -5.0281405e+00]","[0.19954543 0.34186694 0.1691205  0.14514783 0.22141546 0.21885377
 0.39011505 0.20724146 0.33254173 0.45796576 0.21922886 0.29028404]","[26.04315162 18.79810949 22.81270364 24.25836114 25.75944183 27.13211201
 47.11557553]",129.19921875,0.006044572,Q2_Q5b5unyP8BM_0.mid,2
"[-4.3677444e+02  1.8877455e+02 -3.5923672e+01  1.2510184e+01
 -9.0090837e+00 -8.3852434e+00 -6.3756862e+00 -1.0955575e+01
 -6.4090996e+00 -6.5123792e+00 -8.4507799e+00 -1.2769316e+01
 -1.0539319e+01 -5.6410365e+00 -5.5694234e-01 -5.5479333e-02
 -5.0231862e-01 -1.4738948e+00 -7.1243601e+00 -7.6579542e+00]","[0.1489362  0.25979602 0.15474993 0.14523253 0.24077362 0.16116479
 0.2557283  0.17388473 0.49688947 0.56376517 0.18712941 0.24155751]","[23.29472786 17.81494103 24.02628848 25.37990746 25.16577236 27.09771348
 49.14241666]",129.19921875,0.008591696,Q2_Q5b5unyP8BM_1.mid,2
"[-4.7781308e+02  1.9484227e+02 -3.4198647e+01  1.0873828e+01
  2.2777706e-01 -6.3574271e+00 -3.3898711e+00 -1.1615365e+01
 -9.2200317e+00 -1.3865879e+01 -9.3231964e+00 -8.5083170e+00
 -1.2364382e+01 -8.4811287e+00 -6.1382022e+00 -5.9063773e+00
 -5.0766582e+00 -5.1669106e+00 -1.8902471e+00  1.7106673e+00]","[0.14510648 0.30128387 0.34907338 0.22045895 0.50366557 0.5760194
 0.23118684 0.26182294 0.20809427 0.35502598 0.1994011  0.10781952]","[24.70781292 19.99898582 22.48221933 24.13977092 25.95570347 26.87994205
 47.19307073]",112.34714673913044,0.006084828,Q2_qlbazHayULg_0.mid,2
"[-433.0391      202.91333     -38.55565      11.778732     -0.73384446
   -8.600832     -3.4700384   -11.259556     -6.6245494    -9.591681
   -5.7223287    -5.6875978    -7.761617     -6.3445463    -5.947813
   -5.870723     -5.3074718    -4.1605363    -3.1427355    -1.4874789 ]","[0.22934383 0.24246074 0.4892909  0.20562299 0.31595507 0.38698485
 0.19140911 0.26728448 0.19285768 0.37373778 0.26834613 0.14823633]","[25.1796596  19.4939744  22.67876286 23.64839209 25.66027476 27.26806875
 48.4678557 ]",112.34714673913044,0.0071017207,Q2_qlbazHayULg_1.mid,2
"[-483.1658      206.03592     -26.59499       4.038425      0.9751693
   -8.931106     -5.6828337   -13.424717    -10.178693    -11.484088
  -11.154501    -12.402493    -12.413877     -3.4698067     0.79513335
    0.5280632     1.758456     -1.2492352    -4.244544     -3.8309104 ]","[0.20243488 0.11178534 0.18836333 0.14501974 0.28538486 0.12840424
 0.24491635 0.3824848  0.23376745 0.5145616  0.24165407 0.48474613]","[24.31874417 21.33788131 25.40334537 26.07244815 27.8529785  27.87631431
 46.8108058 ]",123.046875,0.0054854704,Q2_qlbazHayULg_10.mid,2
"[-463.16382    184.8609     -31.44367     10.591258    -0.8785762
   -6.7169924   -3.3536541  -10.158979    -5.3185544   -8.044531
   -8.1795435   -8.438467    -7.819225    -3.6930666   -2.6878817
   -3.9951146   -2.3887312   -3.2548165   -3.4288454    0.865108 ]","[0.22264066 0.14936711 0.25729987 0.189884   0.41240278 0.1815313
 0.32938316 0.3898911  0.17910402 0.27273244 0.14757551 0.30361477]","[25.02879466 20.8133953  23.64616999 23.82709393 25.46457475 26.70447885
 47.70767653]",143.5546875,0.008049324,Q2_qlbazHayULg_11.mid,2
"[-4.5091641e+02  1.8844850e+02 -3.1939898e+01  7.4318056e+00
 -2.0781717e+00 -7.1669769e+00 -1.4927330e+00 -8.6412868e+00
 -6.5312581e+00 -9.2390842e+00 -8.6325006e+00 -6.9212270e+00
 -5.4834213e+00 -3.2143695e+00 -3.9945471e+00 -4.4955773e+00
 -2.8231924e+00 -1.3822377e+00 -2.4217391e-01  1.2487043e+00]","[0.36426693 0.20368117 0.22349454 0.18523996 0.3953469  0.200204
 0.38940465 0.3104697  0.16707587 0.2461496  0.17104194 0.44670552]","[23.16549101 19.10508175 22.63698847 24.14413336 25.3041294  26.81492382
 47.68422277]",112.34714673913044,0.008301369,Q2_qlbazHayULg_12.mid,2
"[-4.3684158e+02  2.0328195e+02 -3.8552197e+01  9.6247768e+00
  2.2733288e-01 -6.7332067e+00 -3.4186575e+00 -8.2268238e+00
 -5.7314329e+00 -9.6399193e+00 -4.8458381e+00 -3.5916545e+00
 -6.1700296e+00 -6.2287698e+00 -5.5397749e+00 -4.4281850e+00
 -2.9926805e+00 -3.7287176e+00 -3.6079080e+00 -1.8849361e+00]","[0.25856137 0.29489616 0.3345461  0.20242019 0.40544647 0.38683435
 0.18474787 0.24780416 0.20154676 0.4176722  0.25106704 0.14420295]","[25.31883379 19.05191294 23.09581882 23.74732842 25.82576153 27.19952388
 48.08374841]",107.666015625,0.0077107344,Q2_qlbazHayULg_2.mid,2
"[-4.7124289e+02  1.9578015e+02 -3.0247189e+01  3.5784013e+00
 -1.5953166e+00 -7.1655564e+00 -7.4143231e-01 -9.8850555e+00
 -6.4071584e+00 -9.5084448e+00 -1.1699086e+01 -1.0856299e+01
 -8.9278431e+00 -3.0375197e+00 -2.9795587e+00 -4.3273997e+00
  1.3394737e-01  2.0201566e+00 -2.6044855e+00 -8.4281015e+00]","[0.31121895 0.1500375  0.14513437 0.23994765 0.60499334 0.20083015
 0.20903195 0.27461037 0.3585357  0.32196957 0.2590379  0.53499997]","[25.1917461  20.10827471 24.72749272 25.54552934 27.08460651 27.24130238
 46.55532222]",117.45383522727272,0.0071634795,Q2_qlbazHayULg_4.mid,2
"[-4.7441754e+02  1.9356085e+02 -3.9253998e+01 -5.9758270e-01
 -2.5287223e+00 -7.8749437e+00 -4.3098775e-01 -4.4779634e+00
 -3.3294892e+00 -1.5814124e+00 -5.3689117e+00 -8.0600185e+00
 -7.6195645e+00 -4.3708987e+00 -2.3481348e+00 -4.2736611e+00
 -3.7937160e+00 -5.6715121e+00 -5.7444329e+00  2.4666467e+00]","[0.20215924 0.1527901  0.27710518 0.1935677  0.35301566 0.20987318
 0.4635623  0.29814604 0.15247284 0.14548469 0.16933408 0.4779016 ]","[25.28462415 17.83096149 21.05132064 24.82579553 24.9166804  27.10461377
 48.07355202]",123.046875,0.0066952906,Q2_qlbazHayULg_5.mid,2
"[-472.81784    185.67244    -32.261013    10.509702    -4.3240905
   -8.378078    -4.866955   -11.509151    -9.122702    -7.8817744
   -4.702185    -4.6189938   -1.924029    -0.900714    -3.4959276
   -4.120998    -4.423001    -7.0414424   -7.158976    -3.7997544]","[0.2898226  0.1336021  0.2153046  0.2145398  0.5342194  0.26649424
 0.18879908 0.4615434  0.24468796 0.35165012 0.15363914 0.31876716]","[23.89774843 20.01255463 24.37148826 24.82129077 25.40391124 26.69206219
 47.42618841]",135.99917763157896,0.008372232,Q2_qlbazHayULg_6.mid,2
"[-5.1398883e+02  2.0299516e+02 -2.0844187e+01  1.4319513e+00
  4.8570690e+00 -8.3624897e+00 -6.4282570e+00 -1.1315339e+01
 -6.0636144e+00 -5.4667201e+00 -3.5960569e+00 -4.4947405e+00
 -1.1209620e+01 -1.0859574e+01 -5.0007501e+00 -2.5690408e+00
 -6.8577123e-01  2.5135648e-01 -5.8824434e+00 -5.9887266e+00]","[0.47245735 0.23978145 0.26068658 0.21681747 0.45681196 0.33089045
 0.27799568 0.3861246  0.19059856 0.15231115 0.16773902 0.27605477]","[26.53637054 19.56422809 22.1015721  23.39408199 26.38645308 26.63699167
 46.33756541]",172.265625,0.003986652,Q2_qlbazHayULg_7.mid,2
"[-4.6878601e+02  2.0044246e+02 -3.1327759e+01  7.2851377e+00
 -5.6363064e-01 -9.7018967e+00 -3.0700705e+00 -1.2791839e+01
 -1.0143014e+01 -1.0444312e+01 -1.0005261e+01 -8.4340382e+00
 -5.8419471e+00 -3.2538006e+00 -1.9772052e+00  1.0814595e-03
  1.2395012e+00  2.5468812e+00  1.6943029e-01  3.4664294e-01]","[0.6004383  0.23958959 0.15647705 0.3013426  0.47593087 0.20793201
 0.17161329 0.5043608  0.5858029  0.20532888 0.13392194 0.19413668]","[22.5105719  18.06936061 22.43328938 22.91040554 25.4246824  27.80522596
 45.63621078]",112.34714673913044,0.0069762473,Q2_QmK_SND2jAw_0.mid,2
"[-4.51903168e+02  2.00181900e+02 -4.60061607e+01  1.45828705e+01
 -8.50685656e-01 -9.28321648e+00  9.35948372e-01 -6.05945539e+00
 -1.45204222e+00 -9.95698154e-01 -3.94004369e+00 -4.63065195e+00
 -3.93079305e+00 -4.13174725e+00 -1.01733613e+00 -4.26898569e-01
 -1.94475222e+00 -9.74074781e-01 -2.92998099e+00 -2.51733851e+00]","[0.52971655 0.22230507 0.20349999 0.3609159  0.52568793 0.3030363
 0.26044324 0.4656527  0.4249582  0.24411371 0.18504441 0.25787613]","[26.46608711 14.9768745  19.75424429 22.31582452 22.8053541  27.9525585
 46.59473537]",172.265625,0.007012714,Q2_QmK_SND2jAw_1.mid,2
"[-6.4242761e+02  1.5517548e+02  8.2666311e+00 -3.6384077e+00
  2.2112648e+00 -6.8702817e+00 -9.4555960e+00 -1.1462126e+01
 -1.2423557e+01 -7.4992843e+00  2.5100762e-02  1.3498466e+00
 -1.8778397e-02 -3.3168404e+00 -7.6595116e+00 -7.5290785e+00
 -4.3353558e+00 -4.6087465e+00 -6.1181536e+00 -3.7912166e+00]","[0.19226258 0.1962712  0.5776979  0.3830644  0.12061753 0.14053965
 0.1190667  0.2291593  0.11101983 0.10916809 0.09187404 0.10800183]","[25.18255622 23.03368642 27.96335792 26.89569987 27.51323139 23.1594331
 44.43831267]",89.10290948275862,0.0032110617,Q2_REq37pDAm3A_2.mid,2
"[-455.33542    193.56361    -23.892214     3.9537673   -3.2724233
   -8.002849    -4.1620903   -7.72699     -7.3190484   -8.685422
   -7.2794666   -8.569765    -9.216465    -6.5561357   -4.748392
   -3.7391508   -1.806644    -1.615071    -3.2064304   -2.0845485]","[0.19388056 0.38345462 0.22726189 0.2558463  0.46307692 0.29839972
 0.4422678  0.22327615 0.37596393 0.38871118 0.1666099  0.230399  ]","[23.80802814 18.70918164 22.95744494 24.54814849 25.42585298 26.29553189
 47.03824114]",123.046875,0.009196896,Q2_rEz0D3VohFA_1.mid,2
"[-4.5262830e+02  2.0470441e+02 -4.0076984e+01  5.9904785e+00
 -2.8871876e-01 -8.4862633e+00 -2.0805648e-01 -5.8608937e+00
 -3.6921620e+00 -3.5790658e+00 -6.1701131e+00 -6.2748690e+00
 -5.7758646e+00 -2.7423074e+00 -1.2414310e+00 -3.6922884e+00
 -3.1489079e+00 -1.7125156e+00 -4.0664296e+00 -2.5223966e+00]","[0.28823712 0.35678574 0.278165   0.31499514 0.3078151  0.38161874
 0.65173006 0.3539609  0.3157643  0.4024099  0.37336802 0.29399312]","[25.93982981 15.07216177 19.49651284 22.87318187 24.53673874 27.20334433
 46.62504553]",135.99917763157896,0.00797725,Q2_rEz0D3VohFA_2.mid,2
"[-525.9546     215.57857    -25.611734    -3.9117935    4.8614726
   -8.029669    -3.4332101  -12.469933    -7.919041    -7.3776174
   -9.064384    -5.5756354   -5.5053186   -3.3428369   -4.486722
   -8.931979    -5.4263563   -2.4328115   -6.6474957   -1.9083084]","[0.46775222 0.22885093 0.28154582 0.5037038  0.7453804  0.2519441
 0.19891365 0.13881819 0.09726191 0.13467543 0.22793864 0.5861762 ]","[22.95185742 20.80316947 21.65047212 25.53217221 27.94375756 26.17908885
 43.88404516]",143.5546875,0.0036046284,Q2_RiQMuhk_SuQ_1.mid,2
"[-463.7095     209.64403    -31.19976      0.7361121    1.3615013
  -13.509626    -7.698487   -13.278179    -8.0444145   -6.45188
   -4.966678    -5.76639     -8.871281    -5.496454    -2.706536
   -0.7947803    1.4434783   -3.6449864   -4.5887327    1.1980504]","[0.15902376 0.20909794 0.39521948 0.1868468  0.3080339  0.50060946
 0.20353022 0.2251375  0.22254974 0.50313455 0.21250671 0.1160852 ]","[24.47724532 20.88070495 24.10547935 25.52831044 27.4279151  28.17386852
 47.30511092]",123.046875,0.0041726627,Q2_RiQMuhk_SuQ_2.mid,2
"[-4.6126294e+02  2.1268810e+02 -2.3593359e+01 -2.3305690e+00
  6.3969612e+00 -8.1263676e+00 -2.3306119e+00 -8.3186464e+00
 -5.1239314e+00 -6.8933382e+00 -9.0809174e+00 -8.0073938e+00
 -1.2463177e+01 -7.3087888e+00 -1.2538645e+00 -2.5882654e+00
 -3.6695297e+00 -7.3455834e+00 -4.7098188e+00  1.6947034e-01]","[0.21058905 0.25581628 0.6231969  0.32428756 0.35774764 0.3802594
 0.28955922 0.29304433 0.23688315 0.4066164  0.20805715 0.1525905 ]","[24.55357486 18.61546885 21.09174079 23.39470781 26.16847059 27.2090747
 46.3233352 ]",117.45383522727272,0.005476518,Q2_RiQMuhk_SuQ_3.mid,2
"[-6.58167603e+02  1.65368271e+02  3.44529457e+01 -4.84729767e+00
 -1.96493816e+00 -5.56059742e+00 -9.82686043e+00 -1.11385565e+01
 -9.54029179e+00 -8.49998474e+00 -1.04056664e+01 -9.71666050e+00
 -4.16820335e+00 -2.11217433e-01 -4.82879162e-01 -9.32676017e-01
  8.84865463e-01  2.86244488e+00  2.37739706e+00 -6.58951879e-01]","[0.1338855  0.04772069 0.12942272 0.30151063 0.10871252 0.05985075
 0.12883583 0.458123   0.67867744 0.18469612 0.2158871  0.36489952]","[22.93917451 22.95813072 28.18495216 27.7403208  25.34276777 20.13423561
 42.63888829]",112.34714673913044,0.0031643836,Q2_S1T3UF1vhSk_1.mid,2
"[-5.9705664e+02  1.6860181e+02 -1.2722703e+00 -1.4753140e+01
 -5.0178957e+00 -4.3615980e+00 -3.4474978e+00 -7.9417381e+00
 -1.0800779e+01 -1.0494198e+01 -4.4534278e+00  1.9712907e+00
  3.4022059e+00  2.0049653e+00  1.0080633e-01  1.0533675e+00
  2.5368690e+00  2.5064228e+00 -3.1689182e-01 -5.2762156e+00]","[0.30581254 0.14476335 0.19068608 0.58288014 0.26226753 0.1033831
 0.10452678 0.19906205 0.37798327 0.13725287 0.19543937 0.3466669 ]","[23.98559278 18.73110177 25.32704981 27.33758282 26.54503896 24.20006252
 43.78747276]",73.828125,0.004766869,Q2_S1T3UF1vhSk_2.mid,2
"[-520.77405    200.70895    -16.226875    -5.901956    -4.953135
  -14.595454    -7.8700933  -11.950194   -10.831266    -5.135705
   -5.946979    -5.819424     1.550913     2.6951575   -3.7680316
   -6.737668    -4.4189124   -6.4408474  -10.209221   -10.5139885]","[0.20258088 0.32698894 0.18916896 0.4232633  0.274125   0.12391247
 0.20661509 0.18556674 0.44564626 0.12594646 0.19681439 0.51511395]","[24.43254772 19.64139762 25.26236022 27.27867754 28.04162585 26.74476999
 46.38491717]",123.046875,0.0057334257,Q2_S7Bo4-NCEDk_0.mid,2
"[-501.5013     201.86182    -21.039923     1.4487897   -5.6189094
  -14.177684    -7.692392   -13.848074   -11.683833    -6.2210107
   -3.4498339   -3.6735764    2.4248185    2.6768248   -5.690899
   -9.553012    -6.9952974   -8.372131   -13.126232   -11.510263 ]","[0.21005426 0.44478366 0.21777736 0.6116454  0.4349364  0.18586361
 0.1822894  0.16647364 0.39146242 0.13101561 0.18639684 0.43031684]","[24.41030544 18.70776417 24.06440673 25.36131166 26.2919581  25.75667822
 46.92585075]",92.28515625,0.0072526876,Q2_S7Bo4-NCEDk_1.mid,2
"[-594.4971      167.81424     -10.201571     -1.5846092     5.921153
   -3.0548291    -4.4143734   -15.423231    -14.411352    -12.294576
  -14.2369585   -11.104714     -8.4340725    -6.8983006    -5.1437235
   -1.4977982     0.6173577     0.96230704   -1.0765114    -3.4025202 ]","[0.17839769 0.28619656 0.15201144 0.31037143 0.42163652 0.2026477
 0.23596686 0.21817333 0.5624165  0.16336845 0.19767332 0.31472093]","[25.03592202 21.71658268 25.68271484 25.88681329 28.802297   24.75890547
 43.92363706]",123.046875,0.0044459146,Q2_S7Bo4-NCEDk_2.mid,2
"[-5.05553925e+02  1.74449875e+02 -1.92937737e+01 -3.65495622e-01
 -1.76133513e+00 -6.32309675e+00 -5.21697330e+00 -1.07698383e+01
 -1.10325222e+01 -1.17383070e+01 -1.37534380e+01 -1.40552635e+01
 -8.81809807e+00 -3.27217889e+00 -2.24919462e+00 -2.56849742e+00
 -1.52667558e+00 -2.15938592e+00 -4.95970964e+00 -3.11243033e+00]","[0.18659337 0.18774594 0.56311744 0.28564596 0.16676933 0.25691265
 0.2880116  0.47357374 0.21070479 0.29500207 0.33251622 0.15541981]","[25.34218399 21.74204072 25.30250612 26.00329715 27.13445535 25.52884633
 46.73029502]",135.99917763157896,0.008111729,Q2_sEQf5lcnj_o_0.mid,2
"[-448.6981      189.41415     -30.111656      9.741637     -4.1052423
   -6.439233     -5.4398036    -8.7724285    -6.6673465    -9.163908
   -8.235716     -8.207348     -7.2426467    -1.6629332     1.0692405
   -0.77262324   -1.7729149    -4.5666666   -10.048045     -5.723242  ]","[0.32387805 0.1781151  0.35363084 0.18646537 0.22502515 0.5194398
 0.25196582 0.3152313  0.1812279  0.39951277 0.38430423 0.18921784]","[24.56145271 18.1761986  23.25915296 24.93872458 24.98276384 25.90104183
 48.32007933]",135.99917763157896,0.009636864,Q2_sEQf5lcnj_o_1.mid,2
"[-438.57785    193.30652    -36.336693     3.5576022   -1.7379887
   -6.629652    -2.333011    -8.372877    -5.565144    -8.363098
  -13.560257   -11.597952    -6.229778    -2.6930997   -2.339109
   -3.7014413   -4.711772    -4.3528733   -7.154809    -4.8337774]","[0.29011074 0.19703124 0.4437233  0.19333695 0.14714575 0.29230148
 0.19144367 0.35440826 0.1848422  0.39806682 0.4345882  0.18144058]","[23.84954316 18.63208096 22.41580505 24.09065466 25.46907115 26.27916485
 49.47451314]",135.99917763157896,0.008205391,Q2_sEQf5lcnj_o_2.mid,2
"[-470.43988     180.85306     -32.53265       1.5108334    -0.73680854
   -7.8990884    -2.6729798   -11.776772    -11.791817    -13.403234
  -12.589382     -9.572903     -8.980836     -6.5399094    -5.400183
   -4.9553766    -3.5404139    -5.356732     -8.770042     -5.1191263 ]","[0.19866656 0.13772117 0.37536246 0.27452937 0.18471646 0.3999395
 0.21321596 0.3562984  0.16020337 0.33200622 0.32215127 0.12347124]","[24.00906816 20.20669956 23.7366467  24.84367696 26.49563492 26.92361831
 48.6739842 ]",135.99917763157896,0.0064157434,Q2_sEQf5lcnj_o_3.mid,2
"[-5.0792441e+02  1.9019196e+02 -2.5953638e+01  4.1060553e+00
 -1.6069970e+00 -8.6459475e+00  6.2162083e-02 -1.4149592e+01
 -1.2807981e+01 -1.0411225e+01 -1.2338331e+01 -1.3235417e+01
 -1.0079028e+01 -5.2480388e+00 -3.6981514e+00  2.5302169e-01
  6.2491045e+00  1.2889249e+01  1.2416882e+01  2.7924461e+00]","[0.11966489 0.07863724 0.09923265 0.123821   0.246673   0.1705953
 0.5016856  0.8524142  0.29177597 0.4320176  0.19144307 0.3174715 ]","[21.96089595 21.10439409 23.92665691 23.195195   25.14147007 26.50968086
 44.52082088]",129.19921875,0.0069060763,Q2_snfsc7pEzlk_0.mid,2
"[-4.4040994e+02  2.0011964e+02 -3.1328878e+01  9.5108328e+00
 -4.8606725e+00 -9.0987749e+00 -3.1603761e+00 -1.3202796e+01
 -8.7089148e+00 -9.7930126e+00 -1.0249523e+01 -1.2998972e+01
 -1.0102064e+01 -4.1750774e+00 -4.3154650e+00 -3.5226004e+00
  2.1041982e-01  2.8847206e+00 -1.0747260e+00 -5.8918557e+00]","[0.1982005  0.1284063  0.16511458 0.25685957 0.42124063 0.26575038
 0.62678194 0.6805754  0.30081582 0.37369427 0.23134029 0.4091366 ]","[23.80009108 17.67334768 21.75985461 22.64898829 25.0251861  26.86404225
 46.25362875]",129.19921875,0.009639,Q2_snfsc7pEzlk_1.mid,2
"[-4.4083521e+02  2.1029514e+02 -4.0793457e+01  1.0924215e+01
 -3.2195787e+00 -8.6022873e+00 -2.0491328e+00 -1.0656946e+01
 -6.9618440e+00 -9.6536322e+00 -7.9968338e+00 -6.7060428e+00
 -2.5929523e+00  2.6041067e+00  2.3872099e+00  4.4464886e-02
  5.1371294e-01  1.4834547e+00 -4.7071600e+00 -4.6520848e+00]","[0.3254994  0.19662501 0.34229234 0.2535114  0.18298085 0.1682259
 0.3730911  0.65716964 0.26620424 0.49287963 0.4740775  0.31477693]","[23.06803689 18.09787332 21.40437719 21.75761534 23.73156613 27.00426395
 47.05687854]",129.19921875,0.0068933866,Q2_snfsc7pEzlk_2.mid,2
"[-527.707      205.04546    -16.973663    -1.2568258    7.913547
   -4.9597363   -2.9034257  -13.175963   -15.42333    -14.18689
   -8.895558    -6.628768   -13.124735   -10.063822    -5.0892453
   -5.8801823   -1.0553279   -0.768504    -8.5449705   -8.744983 ]","[0.63140714 0.22897726 0.1240571  0.07050741 0.17368612 0.34928602
 0.22438693 0.5447353  0.18259858 0.1365407  0.08077636 0.25613222]","[25.13700093 21.00641776 26.28572718 25.76258765 27.43035049 26.57654789
 44.56498615]",117.45383522727272,0.0042349854,Q2_TcFVq0leii4_1.mid,2
"[-5.4218726e+02  1.9229048e+02 -1.4774352e+01 -3.5753205e-01
  2.5933564e+00 -7.8050222e+00 -3.9263072e+00 -1.2317253e+01
 -1.0668976e+01 -1.0736812e+01 -1.3855264e+01 -9.1692810e+00
 -4.6945186e+00 -2.7852001e+00 -8.6236745e-01 -3.1374583e+00
 -7.8099136e+00 -1.4373830e+01 -1.7096905e+01 -6.8703141e+00]","[0.8021958  0.21943231 0.11432368 0.07422938 0.1846185  0.18766272
 0.18126689 0.41466647 0.17808256 0.22291419 0.11960226 0.36640313]","[24.07946367 21.96037088 27.19675276 27.78758986 28.36328093 26.67513304
 45.58959878]",117.45383522727272,0.0050103758,Q2_TcFVq0leii4_2.mid,2
